trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
16,NCT02974764,Human PM,More Specific,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT02977702,Not PM,,,,,,,,,
16,NCT02981342,Not PM,,,,,,,,,
16,NCT02985801,Not PM,,,,,,,,,
16,NCT02993731,Not PM,,,,,,,,,
16,NCT03001505,Not PM,,,,,,,,,
16,NCT03006796,Not PM,,,,,,,,,
16,NCT03008304,Human PM,Exact,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03023722,Not PM,,,,,,,,,
16,NCT03024489,Not PM,,,,,,,,,
16,NCT03030404,Human PM,More General,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03034291,Not PM,,,,,,,,,
16,NCT03040791,Human PM,Not Disease,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03042442,Not PM,,,,,,,,,
16,NCT03047135,Human PM,Not Disease,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03050398,Not PM,,,,,,,,,
16,NCT03058926,Not PM,,,,,,,,,
16,NCT03060720,Not PM,,,,,,,,,
16,NCT03063398,Not PM,,,,,,,,,
16,NCT03065062,Human PM,More General,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03069664,Not PM,,,,,,,,,
16,NCT03076502,Human PM,Not Disease,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
16,NCT03080948,Not PM,,,,,,,,,
16,NCT03099850,Human PM,Not Disease,Missing Gene,CDKN2A,,,,,Not Discussed,Not Discussed
17,NCT00000942,Not PM,,,,,,,,,
17,NCT00001135,Not PM,,,,,,,,,
17,NCT00001238,Human PM,More General,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00002503,Not PM,,,,,,,,,
17,NCT00002760,Not PM,,,,,,,,,
17,NCT00002779,Not PM,,,,,,,,,
17,NCT00002848,Not PM,,,,,,,,,
17,NCT00002879,Not PM,,,,,,,,,
17,NCT00002909,Not PM,,,,,,,,,
17,NCT00002924,Not PM,,,,,,,,,
17,NCT00003026,Not PM,,,,,,,,,
17,NCT00003045,Not PM,,,,,,,,,
17,NCT00003104,Not PM,,,,,,,,,
17,NCT00003124,Not PM,,,,,,,,,
17,NCT00003290,Not PM,,,,,,,,,
17,NCT00003307,Not PM,,,,,,,,,
17,NCT00003533,Not PM,,,,,,,,,
17,NCT00003534,Not PM,,,,,,,,,
17,NCT00003903,Not PM,,,,,,,,,
17,NCT00004065,Not PM,,,,,,,,,
17,NCT00004261,Not PM,,,,,,,,,
17,NCT00005096,Not PM,,,,,,,,,
17,NCT00005260,Not PM,,,,,,,,,
17,NCT00005848,Not PM,,,,,,,,,
17,NCT00006129,Not PM,,,,,,,,,
17,NCT00006359,Not PM,,,,,,,,,
17,NCT00006371,Not PM,,,,,,,,,
17,NCT00006392,Not PM,,,,,,,,,
17,NCT00007540,Not PM,,,,,,,,,
17,NCT00011349,Not PM,,,,,,,,,
17,NCT00020891,Not PM,,,,,,,,,
17,NCT00022412,Not PM,,,,,,,,,
17,NCT00026377,Not PM,,,,,,,,,
17,NCT00026884,Not PM,,,,,,,,,
17,NCT00027599,Not PM,,,,,,,,,
17,NCT00030277,Not PM,,,,,,,,,
17,NCT00030290,Not PM,,,,,,,,,
17,NCT00033787,Not PM,,,,,,,,,
17,NCT00035217,Not PM,,,,,,,,,
17,NCT00036543,Not PM,,,,,,,,,
17,NCT00037024,Not PM,,,,,,,,,
17,NCT00041301,Not PM,,,,,,,,,
17,NCT00044980,Not PM,,,,,,,,,
17,NCT00047944,Not PM,,,,,,,,,
17,NCT00049309,Not PM,,,,,,,,,
17,NCT00055575,Not PM,,,,,,,,,
17,NCT00064194,Not PM,,,,,,,,,
17,NCT00065208,Not PM,,,,,,,,,
17,NCT00071968,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00076531,Not PM,,,,,,,,,
17,NCT00078910,Not PM,,,,,,,,,
17,NCT00079235,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Excludes
17,NCT00080782,Not PM,,,,,,,,,
17,NCT00084526,Not PM,,,,,,,,,
17,NCT00089856,Not PM,,,,,,,,,
17,NCT00099086,Not PM,,,,,,,,,
17,NCT00103337,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00105053,Not PM,,,,,,,,,
17,NCT00110214,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00110526,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00116142,Not PM,,,,,,,,,
17,NCT00124410,Not PM,,,,,,,,,
17,NCT00133900,Not PM,,,,,,,,,
17,NCT00136526,Not PM,,,,,,,,,
17,NCT00138138,Not PM,,,,,,,,,
17,NCT00139191,Not PM,,,,,,,,,
17,NCT00140348,Not PM,,,,,,,,,
17,NCT00147238,Not PM,,,,,,,,,
17,NCT00155025,Not PM,,,,,,,,,
17,NCT00165399,Not PM,,,,,,,,,
17,NCT00166478,Not PM,,,,,,,,,
17,NCT00167024,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00173407,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Excludes
17,NCT00177619,Not PM,,,,,,,,,
17,NCT00203918,Not PM,,,,,,,,,
17,NCT00242073,Not PM,,,,,,,,,
17,NCT00243646,Not PM,,,,,,,,,
17,NCT00244998,Not PM,,,,,,,,,
17,NCT00253708,Not PM,,,,,,,,,
17,NCT00272038,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00278772,Not PM,,,,,,,,,
17,NCT00288080,Not PM,,,,,,,,,
17,NCT00288106,Not PM,,,,,,,,,
17,NCT00301418,Not PM,,,,,,,,,
17,NCT00303875,Not PM,,,,,,,,,
17,NCT00309985,Not PM,,,,,,,,,
17,NCT00310479,Not PM,,,,,,,,,
17,NCT00311623,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Matches
17,NCT00317720,Not PM,,,,,,,,,
17,NCT00319319,Not PM,,,,,,,,,
17,NCT00323180,Not PM,,,,,,,,,
17,NCT00323388,Not PM,,,,,,,,,
17,NCT00326586,Not PM,,,,,,,,,
17,NCT00329797,Not PM,,,,,,,,,
17,NCT00331773,Not PM,,,,,,,,,
17,NCT00342784,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00345813,Not PM,,,,,,,,,
17,NCT00348816,Not PM,,,,,,,,,
17,NCT00350727,Not PM,,,,,,,,,
17,NCT00354432,Not PM,,,,,,,,,
17,NCT00369915,Not PM,,,,,,,,,
17,NCT00382356,Not PM,,,,,,,,,
17,NCT00387348,Not PM,,,,,,,,,
17,NCT00416390,Not PM,,,,,,,,,
17,NCT00421694,Not PM,,,,,,,,,
17,NCT00425503,Not PM,,,,,,,,,
17,NCT00430183,Not PM,,,,,,,,,
17,NCT00433407,Human PM,More General,Different Variant,PTEN Inactivating,,,,,Not Discussed,Not Discussed
17,NCT00433706,Not PM,,,,,,,,,
17,NCT00465595,Not PM,,,,,,,,,
17,NCT00475982,Not PM,,,,,,,,,
17,NCT00477919,Not PM,,,,,,,,,
17,NCT00489060,Not PM,,,,,,,,,
17,NCT00499291,Human PM,More General,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00515086,Not PM,,,,,,,,,
17,NCT00526591,Not PM,,,,,,,,,
17,NCT00528866,Not PM,,,,,,,,,
17,NCT00534196,Not PM,,,,,,,,,
17,NCT00541047,Not PM,,,,,,,,,
17,NCT00551044,Not PM,,,,,,,,,
17,NCT00558363,Not PM,,,,,,,,,
17,NCT00568516,Not PM,,,,,,,,,
17,NCT00569062,Not PM,,,,,,,,,
17,NCT00573820,Not PM,,,,,,,,,
17,NCT00574366,Not PM,,,,,,,,,
17,NCT00574769,Not PM,,,,,,,,,
17,NCT00574899,Not PM,,,,,,,,,
17,NCT00579514,Human PM,More General,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00580476,Not PM,,,,,,,,,
17,NCT00582140,Not PM,,,,,,,,,
17,NCT00582543,Not PM,,,,,,,,,
17,NCT00586443,Not PM,,,,,,,,,
17,NCT00593853,Not PM,,,,,,,,,
17,NCT00617669,Not PM,,,,,,,,,
17,NCT00618345,Not PM,,,,,,,,,
17,NCT00619996,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00620594,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00630786,Not PM,,,,,,,,,
17,NCT00630799,Not PM,,,,,,,,,
17,NCT00631527,Not PM,,,,,,,,,
17,NCT00632138,Not PM,,,,,,,,,
17,NCT00636090,Human PM,Exact,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00637871,Not PM,,,,,,,,,
17,NCT00644488,Not PM,,,,,,,,,
17,NCT00646828,Not PM,,,,,,,,,
17,NCT00654186,Not PM,,,,,,,,,
17,NCT00657904,Not PM,,,,,,,,,
17,NCT00657982,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Matches
17,NCT00667550,Not PM,,,,,,,,,
17,NCT00668083,Not PM,,,,,,,,,
17,NCT00668642,Not PM,,,,,,,,,
17,NCT00675545,Not PM,,,,,,,,,
17,NCT00684905,Not PM,,,,,,,,,
17,NCT00686036,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00688532,Not PM,,,,,,,,,
17,NCT00692874,Not PM,,,,,,,,,
17,NCT00697268,Not PM,,,,,,,,,
17,NCT00706966,Not PM,,,,,,,,,
17,NCT00707356,Not PM,,,,,,,,,
17,NCT00708968,Not PM,,,,,,,,,
17,NCT00733213,Not PM,,,,,,,,,
17,NCT00744549,Not PM,,,,,,,,,
17,NCT00747760,Not PM,,,,,,,,,
17,NCT00749502,Not PM,,,,,,,,,
17,NCT00752739,Not PM,,,,,,,,,
17,NCT00759408,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00767845,Not PM,,,,,,,,,
17,NCT00769223,Not PM,,,,,,,,,
17,NCT00770263,Human PM,More General,Missing Gene,PTEN Inactivating,,,,,Not Discussed,Not Discussed
17,NCT00777452,Not PM,,,,,,,,,
17,NCT00780975,Not PM,,,,,,,,,
17,NCT00781326,Not PM,,,,,,,,,
17,NCT00790374,Not PM,,,,,,,,,
17,NCT00792363,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00801996,Not PM,,,,,,,,,
17,NCT00805701,Not PM,,,,,,,,,
17,NCT00815672,Not PM,,,,,,,,,
17,NCT00824902,Not PM,,,,,,,,,
17,NCT00828633,Not PM,,,,,,,,,
17,NCT00830635,Not PM,,,,,,,,,
17,NCT00842257,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00843531,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00851682,Not PM,,,,,,,,,
17,NCT00852007,Not PM,,,,,,,,,
17,NCT00853931,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00856102,Not PM,,,,,,,,,
17,NCT00866294,Not PM,,,,,,,,,
17,NCT00868803,Not PM,,,,,,,,,
17,NCT00869206,Not PM,,,,,,,,,
17,NCT00869739,Not PM,,,,,,,,,
17,NCT00877617,Not PM,,,,,,,,,
17,NCT00881725,Not PM,,,,,,,,,
17,NCT00895115,Not PM,,,,,,,,,
17,NCT00899184,Not PM,,,,,,,,,
17,NCT00899639,Not PM,,,,,,,,,
17,NCT00910884,Not PM,,,,,,,,,
17,NCT00917501,Not PM,,,,,,,,,
17,NCT00918385,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT00923221,Not PM,,,,,,,,,
17,NCT00937586,Not PM,,,,,,,,,
17,NCT00937768,Not PM,,,,,,,,,
17,NCT00941343,Not PM,,,,,,,,,
17,NCT00946543,Not PM,,,,,,,,,
17,NCT00947882,Not PM,,,,,,,,,
17,NCT00957606,Not PM,,,,,,,,,
17,NCT00959023,Not PM,,,,,,,,,
17,NCT00963274,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00966095,Not PM,,,,,,,,,
17,NCT00967889,Not PM,,,,,,,,,
17,NCT00969111,Not PM,,,,,,,,,
17,NCT00971789,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT00975429,Not PM,,,,,,,,,
17,NCT00983710,Not PM,,,,,,,,,
17,NCT00984919,Not PM,,,,,,,,,
17,NCT01009736,Not PM,,,,,,,,,
17,NCT01010256,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01013506,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01020305,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01026623,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01031446,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01042496,Not PM,,,,,,,,,
17,NCT01073332,Not PM,,,,,,,,,
17,NCT01075308,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01077596,Not PM,,,,,,,,,
17,NCT01080352,Not PM,,,,,,,,,
17,NCT01086956,Not PM,,,,,,,,,
17,NCT01089881,Not PM,,,,,,,,,
17,NCT01100840,Not PM,,,,,,,,,
17,NCT01122199,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01138085,Not PM,,,,,,,,,
17,NCT01138527,Not PM,,,,,,,,,
17,NCT01155791,Not PM,,,,,,,,,
17,NCT01162395,Not PM,,,,,,,,,
17,NCT01174199,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01174953,Not PM,,,,,,,,,
17,NCT01195376,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01221168,Not PM,,,,,,,,,
17,NCT01226316,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01233557,Not PM,,,,,,,,,
17,NCT01238250,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01243385,Not PM,,,,,,,,,
17,NCT01250717,Not PM,,,,,,,,,
17,NCT01253213,Not PM,,,,,,,,,
17,NCT01275651,Not PM,,,,,,,,,
17,NCT01275872,Not PM,,,,,,,,,
17,NCT01277562,Not PM,,,,,,,,,
17,NCT01277757,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01283035,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01288092,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01296672,Not PM,,,,,,,,,
17,NCT01302041,Not PM,,,,,,,,,
17,NCT01306045,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01312857,Not PM,,,,,,,,,
17,NCT01320397,Not PM,,,,,,,,,
17,NCT01324700,Not PM,,,,,,,,,
17,NCT01327417,Not PM,,,,,,,,,
17,NCT01350180,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01368588,Not PM,,,,,,,,,
17,NCT01371513,Not PM,,,,,,,,,
17,NCT01384994,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01390818,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01391494,Not PM,,,,,,,,,
17,NCT01392352,Not PM,,,,,,,,,
17,NCT01398657,Not PM,,,,,,,,,
17,NCT01401972,Not PM,,,,,,,,,
17,NCT01403688,Not PM,,,,,,,,,
17,NCT01410656,Not PM,,,,,,,,,
17,NCT01414283,Not PM,,,,,,,,,
17,NCT01415375,Not PM,,,,,,,,,
17,NCT01418040,Not PM,,,,,,,,,
17,NCT01429064,Not PM,,,,,,,,,
17,NCT01430572,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01436214,Not PM,,,,,,,,,
17,NCT01444820,Not PM,,,,,,,,,
17,NCT01451983,Not PM,,,,,,,,,
17,NCT01458067,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01466244,Not PM,,,,,,,,,
17,NCT01470209,Not PM,,,,,,,,,
17,NCT01478412,Not PM,,,,,,,,,
17,NCT01478828,Not PM,,,,,,,,,
17,NCT01485861,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01492751,Not PM,,,,,,,,,
17,NCT01507753,Not PM,,,,,,,,,
17,NCT01512706,Not PM,,,,,,,,,
17,NCT01514864,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01520441,Not PM,,,,,,,,,
17,NCT01530295,Not PM,,,,,,,,,
17,NCT01542021,Not PM,,,,,,,,,
17,NCT01545154,Not PM,,,,,,,,,
17,NCT01551030,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01569581,Not PM,,,,,,,,,
17,NCT01576172,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01584960,Not PM,,,,,,,,,
17,NCT01595217,Not PM,,,,,,,,,
17,NCT01607008,Not PM,,,,,,,,,
17,NCT01614548,Not PM,,,,,,,,,
17,NCT01632930,Not PM,,,,,,,,,
17,NCT01638533,Human PM,More General,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01640262,Not PM,,,,,,,,,
17,NCT01642732,Not PM,,,,,,,,,
17,NCT01663415,Not PM,,,,,,,,,
17,NCT01681433,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01685190,Not PM,,,,,,,,,
17,NCT01691040,Not PM,,,,,,,,,
17,NCT01695044,Not PM,,,,,,,,,
17,NCT01703780,Not PM,,,,,,,,,
17,NCT01710098,Not PM,,,,,,,,,
17,NCT01716702,Not PM,,,,,,,,,
17,NCT01717898,Human PM,Exact,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01729676,Not PM,,,,,,,,,
17,NCT01733836,Not PM,,,,,,,,,
17,NCT01739062,Human PM,Exact,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01750918,Not PM,,,,,,,,,
17,NCT01751451,Not PM,,,,,,,,,
17,NCT01769950,Not PM,,,,,,,,,
17,NCT01780701,Not PM,,,,,,,,,
17,NCT01786031,Human PM,Exact,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01796028,Not PM,,,,,,,,,
17,NCT01796847,Not PM,,,,,,,,,
17,NCT01802242,Not PM,,,,,,,,,
17,NCT01802307,Not PM,,,,,,,,,
17,NCT01802320,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01808222,Not PM,,,,,,,,,
17,NCT01809691,Not PM,,,,,,,,,
17,NCT01814150,Not PM,,,,,,,,,
17,NCT01815697,Not PM,,,,,,,,,
17,NCT01817738,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01823562,Not PM,,,,,,,,,
17,NCT01827384,Not PM,,,,,,,,,
17,NCT01834001,Not PM,,,,,,,,,
17,NCT01834209,Not PM,,,,,,,,,
17,NCT01844999,Not PM,,,,,,,,,
17,NCT01845792,Not PM,,,,,,,,,
17,NCT01858441,Human PM,Exact,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01859221,Not PM,,,,,,,,,
17,NCT01870726,Human PM,Not Disease,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01875250,Human PM,Exact,Missing Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01884285,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01906632,Human PM,More General,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT01917890,Not PM,,,,,,,,,
17,NCT01918306,Human PM,Not Disease,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01920061,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01922375,Not PM,,,,,,,,,
17,NCT01931046,Not PM,,,,,,,,,
17,NCT01938339,Not PM,,,,,,,,,
17,NCT01940237,Not PM,,,,,,,,,
17,NCT01940276,Not PM,,,,,,,,,
17,NCT01968538,Not PM,,,,,,,,,
17,NCT01971515,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01987999,Not PM,,,,,,,,,
17,NCT01989546,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT01995058,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02012296,Not PM,,,,,,,,,
17,NCT02020070,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02020291,Not PM,,,,,,,,,
17,NCT02022371,Not PM,,,,,,,,,
17,NCT02023489,Not PM,,,,,,,,,
17,NCT02029560,Not PM,,,,,,,,,
17,NCT02032550,Not PM,,,,,,,,,
17,NCT02036060,Not PM,,,,,,,,,
17,NCT02044926,Not PM,,,,,,,,,
17,NCT02058706,Not PM,,,,,,,,,
17,NCT02064036,Not PM,,,,,,,,,
17,NCT02064582,Not PM,,,,,,,,,
17,NCT02066961,Not PM,,,,,,,,,
17,NCT02093598,Not PM,,,,,,,,,
17,NCT02103088,Not PM,,,,,,,,,
17,NCT02124668,Not PM,,,,,,,,,
17,NCT02125357,Not PM,,,,,,,,,
17,NCT02131649,Not PM,,,,,,,,,
17,NCT02139579,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02145559,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02155582,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Excludes
17,NCT02155920,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02156869,Not PM,,,,,,,,,
17,NCT02159495,Not PM,,,,,,,,,
17,NCT02159690,Not PM,,,,,,,,,
17,NCT02162836,Not PM,,,,,,,,,
17,NCT02189174,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02189486,Not PM,,,,,,,,,
17,NCT02201212,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02203513,Human PM,More General,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02206243,Not PM,,,,,,,,,
17,NCT02215096,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02215733,Not PM,,,,,,,,,
17,NCT02224911,Not PM,,,,,,,,,
17,NCT02229565,Not PM,,,,,,,,,
17,NCT02232724,Not PM,,,,,,,,,
17,NCT02234934,Not PM,,,,,,,,,
17,NCT02236195,Not PM,,,,,,,,,
17,NCT02257736,Not PM,,,,,,,,,
17,NCT02268175,Not PM,,,,,,,,,
17,NCT02279862,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02286921,Not PM,,,,,,,,,
17,NCT02288936,Not PM,,,,,,,,,
17,NCT02298595,Not PM,,,,,,,,,
17,NCT02300389,Not PM,,,,,,,,,
17,NCT02302742,Not PM,,,,,,,,,
17,NCT02303327,Not PM,,,,,,,,,
17,NCT02311764,Not PM,,,,,,,,,
17,NCT02319239,Not PM,,,,,,,,,
17,NCT02353819,Not PM,,,,,,,,,
17,NCT02360618,Not PM,,,,,,,,,
17,NCT02367196,Not PM,,,,,,,,,
17,NCT02376166,Not PM,,,,,,,,,
17,NCT02376296,Not PM,,,,,,,,,
17,NCT02382237,Not PM,,,,,,,,,
17,NCT02396368,Not PM,,,,,,,,,
17,NCT02397408,Not PM,,,,,,,,,
17,NCT02401347,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02407054,Human PM,Exact,Missing Gene,PTEN Inactivating,,,,,Matches,Excludes
17,NCT02424448,Not PM,,,,,,,,,
17,NCT02425163,Not PM,,,,,,,,,
17,NCT02425592,Not PM,,,,,,,,,
17,NCT02446405,Not PM,,,,,,,,,
17,NCT02449538,Human PM,More General,Exact,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02457910,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Excludes
17,NCT02461446,Not PM,,,,,,,,,
17,NCT02462447,Not PM,,,,,,,,,
17,NCT02465060,Not PM,,,,,,,,,
17,NCT02476045,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Excludes
17,NCT02478125,Not PM,,,,,,,,,
17,NCT02485379,Not PM,,,,,,,,,
17,NCT02485691,Not PM,,,,,,,,,
17,NCT02487823,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Excludes
17,NCT02491411,Not PM,,,,,,,,,
17,NCT02495974,Not PM,,,,,,,,,
17,NCT02522715,Not PM,,,,,,,,,
17,NCT02525068,Human PM,Exact,Exact,PTEN Inactivating,,,,,Matches,Excludes
17,NCT02536469,Not PM,,,,,,,,,
17,NCT02560181,Not PM,,,,,,,,,
17,NCT02569125,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Matches
17,NCT02573636,Not PM,,,,,,,,,
17,NCT02588404,Not PM,,,,,,,,,
17,NCT02592473,Not PM,,,,,,,,,
17,NCT02594202,Not PM,,,,,,,,,
17,NCT02615730,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02618161,Not PM,,,,,,,,,
17,NCT02619565,Not PM,,,,,,,,,
17,NCT02632669,Not PM,,,,,,,,,
17,NCT02640131,Not PM,,,,,,,,,
17,NCT02644122,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02649439,Not PM,,,,,,,,,
17,NCT02649855,Not PM,,,,,,,,,
17,NCT02655952,Not PM,,,,,,,,,
17,NCT02656615,Not PM,,,,,,,,,
17,NCT02657863,Not PM,,,,,,,,,
17,NCT02668718,Not PM,,,,,,,,,
17,NCT02676544,Not PM,,,,,,,,,
17,NCT02678520,Not PM,,,,,,,,,
17,NCT02688881,Human PM,More General,Different Variant,PTEN Inactivating,,,,,Matches,Not Discussed
17,NCT02696525,Human PM,Not Disease,Exact,PTEN Inactivating,,,,,Excludes,Not Discussed
17,NCT02702908,Not PM,,,,,,,,,
17,NCT02709889,Human PM,Not Disease,Missing Gene,PTEN Inactivating,,,,,Excludes,Excludes
17,NCT02721433,Not PM,,,,,,,,,
17,NCT02721979,Not PM,,,,,,,,,
17,NCT02724501,Not PM,,,,,,,,,
17,NCT02726113,Not PM,,,,,,,,,
17,NCT02727868,Not PM,,,,,,,,,
17,NCT02761694,Human PM,More General,Missing Gene,PTEN Inactivating,,,,,Matches,Excludes
17,NCT02788409,Not PM,,,,,,,,,
17,NCT02793882,Not PM,,,,,,,,,
17,NCT02799303,Not PM,,,,,,,,,
17,NCT02807805,Not PM,,,,,,,,,
17,NCT02813408,Not PM,,,,,,,,,
17,NCT02816138,Not PM,,,,,,,,,
